popularity,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,Key_0,Key_1,Key_2,Key_3,Key_4,Key_5,Key_6,Key_7,Key_8,Key_9,Key_10,Key_11,liveness,loudness,mode,speechiness,tempo,valence,count
0,0.356,0.51,268000,0.426,0,0.443,0,1,0,0,0,0,0,0,0,0,0,0,0.101,-6.302,1,0.0352,119.799,0.172,86
8,0.952,0.317,160333,0.0659,0,0.914,1,0,0,0,0,0,0,0,0,0,0,0,0.166,-28.203,1,0.0429,116.119,0.0923,138
71,0.00607,0.559,175777,0.889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.476,-3.995,1,0.0434,129.063,0.628,45
62,0.726,0.486,166827,0.312,0,1.59E-06,0,0,1,0,0,0,0,0,0,0,0,0,0.0601,-13.522,1,0.0533,205.917,0.598,306
67,0.0291,0.506,184360,0.809,0,0.000234,0,0,0,0,0,0,0,0,0,0,1,0,0.0909,-5.754,1,0.0539,119.651,0.559,84
0,0.465,0.677,100980,0.164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.257,-17.258,0,0.906,85.012,0.768,2350
66,0.266,0.48,199907,0.626,0,5.70E-05,0,0,0,0,0,1,0,0,0,0,0,0,0.0857,-8.406,1,0.0294,75.63,0.542,130
0,0.993,0.452,201404,0.0806,0,0.139,0,0,0,0,0,0,0,0,0,1,0,0,0.324,-17.847,1,0.0487,117.44,0.393,52
14,0.947,0.574,134827,0.299,0,0.00125,0,0,0,0,0,0,1,0,0,0,0,0,0.113,-12.218,0,0.0316,111.643,0.618,14
0,0.996,0.642,152960,0.0508,0,0.424,0,1,0,0,0,0,0,0,0,0,0,0,0.355,-17.858,1,0.231,66.851,0.781,420
10,0.862,0.487,180867,0.282,0,0.000152,1,0,0,0,0,0,0,0,0,0,0,0,0.235,-12.161,1,0.0416,181.614,0.797,57
59,0.181,0.685,209253,0.54,0,0.015,0,0,0,0,0,0,0,0,0,1,0,0,0.114,-9.701,1,0.0253,109.926,0.235,31
1,0.0254,0.462,304320,0.824,0,0.281,0,0,0,0,0,0,0,0,0,1,0,0,0.0777,-8.091,1,0.049,107.322,0.586,38
43,0.000965,0.324,340200,0.835,0,0.118,0,0,1,0,0,0,0,0,0,0,0,0,0.071,-6.537,1,0.0501,139.256,0.472,126
43,9.27E-06,0.303,313267,0.925,0,0.759,0,0,0,0,0,0,0,0,1,0,0,0,0.0707,-7.33,1,0.0622,125.252,0.303,148
0,0.79,0.742,174329,0.0673,0,0.821,0,0,0,0,1,0,0,0,0,0,0,0,0.127,-22.919,1,0.0592,104.155,0.672,20
51,8.45E-05,0.402,202600,0.863,0,2.21E-05,0,0,0,0,0,0,0,1,0,0,0,0,0.333,-5.509,1,0.0579,150.219,0.788,158
0,0.981,0.534,193019,0.275,0,1.14E-06,0,0,0,0,0,1,0,0,0,0,0,0,0.308,-13.27,1,0.0325,107.878,0.391,44
36,0.0518,0.883,270293,0.563,1,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0.0961,-11.518,1,0.253,86.907,0.743,27
0,0.959,0.557,183600,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.477,-8.934,0,0.262,147.862,0.654,34
0,0.0272,0.361,171307,0.624,0,0.00488,1,0,0,0,0,0,0,0,0,0,0,0,0.585,-6.509,1,0.045,174.98,0.576,31
0,0.0889,0.421,240605,0.878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.312,-5.625,0,0.428,79.234,0.58,31
9,0.807,0.492,207560,0.591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.216,-8.94,1,0.0294,90.826,0.743,80
0,0.774,0.719,147600,0.218,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.184,-17.158,1,0.945,124.912,0.584,2124
7,0.78,0.666,161867,0.304,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0.03,-17.365,1,0.133,107.246,0.88,124
0,0.00284,0.338,268696,0.7,0,0.0414,0,0,0,0,0,0,0,1,0,0,0,0,0.126,-8.376,1,0.0484,199.66,0.175,116
0,0.284,0.577,126382,0.242,0,1.58E-06,0,1,0,0,0,0,0,0,0,0,0,0,0.276,-24.408,1,0.963,171.466,0.489,2562
2,0.977,0.587,155867,0.225,0,5.10E-05,0,0,0,0,0,0,0,0,0,1,0,0,0.209,-15.105,1,0.0505,103.981,0.421,86
68,0.176,0.895,230000,0.694,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.292,-4.384,1,0.275,93.944,0.632,196
0,0.995,0.586,192996,0.132,0,0.397,0,0,0,0,0,1,0,0,0,0,0,0,0.524,-8.877,0,0.369,82.703,0.699,8
0,0.763,0.71,133373,0.432,0,0.000251,0,0,0,0,0,0,0,1,0,0,0,0,0.713,-14.027,0,0.375,97.744,0.751,10
40,0.0146,0.401,263213,0.791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.247,-5.47,1,0.0327,206.046,0.611,243
0,0.996,0.827,206149,0.069,0,0.326,0,0,0,0,1,0,0,0,0,0,0,0,0.183,-8.853,0,0.382,115.079,0.762,8
37,0.873,0.355,267493,0.342,0,0.879,0,0,0,1,0,0,0,0,0,0,0,0,0.0904,-13.785,1,0.0571,64.006,0.408,11
0,0.993,0.348,443281,0.0516,0,0.922,0,0,1,0,0,0,0,0,0,0,0,0,0.102,-19.446,0,0.0447,74.572,0.225,4
23,0.0388,0.573,233267,0.524,0,7.80E-06,0,0,0,0,0,0,0,0,0,1,0,0,0.0689,-16.128,1,0.0484,117.453,0.764,60
26,0.854,0.703,87667,0.486,0,6.14E-06,0,0,0,0,0,0,0,0,0,0,1,0,0.299,-10.465,1,0.0646,120.845,0.971,28
30,0.772,0.786,183960,0.452,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0631,-10.212,1,0.0453,96.44,0.963,134
7,0.838,0.385,205133,0.381,0,0.00477,0,0,0,0,0,0,0,0,1,0,0,0,0.259,-11.082,1,0.13,203.292,0.664,200
26,0.00737,0.461,402893,0.786,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,1,0.989,-7.576,0,0.0427,129.871,0.331,902
24,0.719,0.437,220413,0.296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.124,-13.328,1,0.0364,206.59,0.366,79
0,0.995,0.567,198135,0.0457,0,0.0177,1,0,0,0,0,0,0,0,0,0,0,0,0.106,-13.039,1,0.152,73.13,0.401,4
39,0.138,0.709,208747,0.329,0,0.000345,0,0,0,0,0,0,0,0,0,0,0,1,0.0756,-13.52,0,0.0347,86.568,0.873,64
30,0.799,0.611,193172,0.779,0,0.633,0,0,1,0,0,0,0,0,0,0,0,0,0.615,-8.857,1,0.216,91.985,0.652,4
42,0.0357,0.514,224867,0.818,0,9.34E-05,0,0,1,0,0,0,0,0,0,0,0,0,0.348,-6.166,1,0.0359,116.064,0.275,64
38,0.134,0.854,209480,0.471,0,0.0137,0,0,0,1,0,0,0,0,0,0,0,0,0.0742,-10.836,1,0.109,112.97,0.969,4
47,0.173,0.698,250493,0.722,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.289,-5.319,0,0.0799,90.116,0.67,3
8,0.551,0.558,158533,0.522,0,0.00203,0,1,0,0,0,0,0,0,0,0,0,0,0.0392,-9.727,1,0.0323,114.847,0.723,32
0,0.927,0.193,525454,0.316,0,0.991,0,0,0,0,0,0,0,1,0,0,0,0,0.356,-33.331,1,0.0439,123.793,0.03,64
12,0.879,0.595,170947,0.302,0,3.17E-06,1,0,0,0,0,0,0,0,0,0,0,0,0.109,-13.092,1,0.036,114.866,0.639,230
47,0.0813,0.533,223200,0.665,0,1.86E-05,0,0,0,0,0,1,0,0,0,0,0,0,0.332,-5.632,1,0.0317,80.975,0.212,44
44,0.405,0.601,262200,0.239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0892,-11.363,1,0.0248,101.883,0.146,42
28,0.984,0.488,176640,0.0348,0,0.000204,0,0,0,0,0,1,0,0,0,0,0,0,0.109,-19.851,1,0.0422,119.227,0.239,1086
42,0.756,0.349,99200,0.623,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.433,-5.214,0,0.0881,85.745,0.248,196
43,3.37E-06,0.0931,158307,0.433,0,0.835,0,0,0,1,0,0,0,0,0,0,0,0,0.148,-15.499,1,0.039,87.607,0.453,58
0,0.00587,0.315,3472425,0.922,1,0.0225,0,0,0,0,0,0,0,1,0,0,0,0,0.0916,-10.506,1,0.152,150.022,0.164,12
43,0.274,0.456,303987,0.0999,0,0.000669,1,0,0,0,0,0,0,0,0,0,0,0,0.12,-16.265,1,0.0341,147.081,0.122,38
0,0.0222,0.4,257895,0.93,1,0.878,0,0,0,0,0,0,1,0,0,0,0,0,0.334,-4.886,0,0.04,175.04,0.452,4
37,0.0896,0.264,356667,0.815,0,0.0388,0,0,0,0,0,1,0,0,0,0,0,0,0.803,-6.33,1,0.0629,118.501,0.434,16
8,0.866,0.573,323600,0.333,0,0.0133,0,0,0,0,0,0,0,0,0,0,1,0,0.736,-13.749,1,0.0419,108.169,0.496,36
0,0.949,0.637,181931,0.0678,0,9.95E-06,0,0,0,0,0,0,0,0,0,0,0,1,0.0946,-17.374,1,0.0523,77.206,0.859,26
22,0.119,0.558,182467,0.561,0,0.000391,0,0,0,0,1,0,0,0,0,0,0,0,0.195,-12.156,0,0.0561,124.751,0.401,925
58,0.416,0.294,198222,0.489,0,0.348,0,0,0,0,0,0,0,0,0,1,0,0,0.0537,-14.578,1,0.0399,152.115,0.268,526
4,0.443,0.634,168883,0.501,0,0.00641,0,0,0,1,0,0,0,0,0,0,0,0,0.0944,-4.944,1,0.0484,118.639,0.34,54
26,0.701,0.318,204667,0.266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.73,-12.685,0,0.0459,82.151,0.418,309
43,0.665,0.491,242013,0.365,0,1.13E-06,0,0,0,0,0,0,0,0,0,1,0,0,0.0949,-10.922,1,0.0265,98.525,0.608,26
76,0.0633,0.516,262173,0.755,0,0.00103,0,0,0,0,0,1,0,0,0,0,0,0,0.107,-3.724,1,0.0383,140.099,0.165,60
48,0.757,0.743,260000,0.625,0,0.000499,1,0,0,0,0,0,0,0,0,0,0,0,0.11,-10.001,0,0.0555,143.171,0.911,2
1,0.0465,0.493,234792,0.698,0,7.05E-06,0,0,1,0,0,0,0,0,0,0,0,0,0.1,-8.868,1,0.0313,125.969,0.419,30
68,0.334,0.779,102137,0.435,1,0.000114,0,0,0,0,0,0,0,0,0,0,1,0,0.0924,-12.745,0,0.542,188.223,0.525,2
16,0.849,0.576,112133,0.105,0,7.24E-05,0,0,0,0,0,0,0,1,0,0,0,0,0.369,-15.745,0,0.0433,80.245,0.663,270
28,0.324,0.699,170267,0.705,0,0.837,0,0,0,0,0,0,0,0,0,1,0,0,0.119,-9.991,0,0.0688,112.348,0.527,182
31,0.215,0.824,239760,0.198,0,0.000152,0,0,0,0,0,0,0,0,0,0,1,0,0.0946,-17.688,1,0.0451,119.223,0.62,20
41,0.562,0.557,172533,0.509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0993,-7.065,1,0.0379,131.296,0.851,72
53,0.435,0.449,166240,0.448,0,0.00199,1,0,0,0,0,0,0,0,0,0,0,0,0.649,-12.295,0,0.0381,77.634,0.652,165
65,0.417,0.854,253200,0.751,0,3.01E-06,0,0,0,0,0,0,1,0,0,0,0,0,0.0894,-5.243,1,0.0301,125.011,0.925,47
0,0.901,0.488,99187,0.253,0,0.788,0,0,0,0,0,0,0,0,1,0,0,0,0.859,-32.458,0,0.0773,143.55,0.496,420
54,0.369,0.587,291373,0.231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.121,-13.573,1,0.0291,103.543,0.231,131
33,0.779,0.459,175933,0.283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.331,-9.271,1,0.0343,95.871,0.577,54
35,0.964,0.35,130240,0.0972,0,0.0072,1,0,0,0,0,0,0,0,0,0,0,0,0.0983,-17.98,0,0.0392,105.311,0.178,951
13,0.887,0.465,146173,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0698,-13.894,1,0.0339,132.191,0.637,821
0,0.0439,0.676,147775,0.472,0,0.0131,0,0,0,0,0,1,0,0,0,0,0,0,0.126,-14.483,1,0.0525,117.671,0.876,476
61,0.00463,0.633,230467,0.889,0,0.000458,0,0,0,0,0,1,0,0,0,0,0,0,0.0658,-5.87,1,0.0715,121.956,0.584,443
66,0.000861,0.436,183093,0.85,0,0.74,0,0,1,0,0,0,0,0,0,0,0,0,0.128,-4.86,1,0.0617,152.644,0.537,62
14,0.972,0.659,203440,0.15,0,8.34E-06,0,0,0,0,0,0,0,0,0,1,0,0,0.152,-21.753,0,0.479,116.148,0.545,38
48,0.00328,0.64,199867,0.989,0,2.07E-06,0,0,0,0,0,0,0,0,1,0,0,0,0.364,-3.707,1,0.0708,142.024,0.49,8
41,0.00186,0.279,264493,0.97,0,0.226,0,0,0,0,0,0,1,0,0,0,0,0,0.332,-5.285,1,0.111,138.773,0.207,16
51,0.749,0.578,200712,0.492,0,1.75E-06,0,0,0,0,0,0,0,0,0,0,1,0,0.0913,-9.342,1,0.0568,82.126,0.889,16
40,0.00171,0.503,248547,0.943,0,4.10E-05,0,0,0,0,0,0,0,0,0,1,0,0,0.253,-4.951,0,0.0403,125.861,0.536,57
5,5.12E-05,0.351,170600,0.818,0,0.847,0,0,1,0,0,0,0,0,0,0,0,0,0.234,-7,1,0.0421,126.481,0.525,75
19,0.668,0.551,206611,0.194,0,1.35E-06,0,0,1,0,0,0,0,0,0,0,0,0,0.324,-15.4,1,0.0293,77.021,0.216,32
36,0.9,0.159,122093,0.136,0,0.946,1,0,0,0,0,0,0,0,0,0,0,0,0.113,-23.234,1,0.0389,86.878,0.0806,104
43,0.776,0.668,139640,0.763,0,0.0131,0,0,0,0,0,0,0,1,0,0,0,0,0.153,-6.392,1,0.0281,105.717,0.885,18
0,0.994,0.219,272653,0.103,0,2.78E-06,0,0,0,0,0,0,0,0,1,0,0,0,0.0692,-14.169,0,0.0441,68.676,0.144,6
0,0.987,0.678,171768,0.109,0,0.000279,0,1,0,0,0,0,0,0,0,0,0,0,0.188,-13.024,0,0.248,73.999,0.63,257
42,0.0259,0.744,250200,0.803,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.555,-6.445,1,0.202,94.088,0.574,6
65,0.00609,0.636,193253,0.836,0,0.000157,0,0,0,0,0,0,0,0,1,0,0,0,0.0828,-3.004,1,0.0427,139.956,0.715,12
36,0.413,0.679,185133,0.64,0,8.85E-06,0,0,0,0,0,1,0,0,0,0,0,0,0.135,-8.993,1,0.0375,87.771,0.832,107
42,0.08,0.401,271397,0.56,0,0.0121,0,0,0,0,0,0,0,0,0,1,0,0,0.361,-8.7,1,0.0612,88.256,0.735,652
0,0.924,0.239,251053,0.461,0,0.000103,0,0,0,0,0,0,0,0,1,0,0,0,0.299,-5.894,1,0.0313,154.908,0.459,159
51,0.0444,0.532,273267,0.599,0,0.000112,0,0,0,0,0,0,0,1,0,0,0,0,0.0734,-8.023,1,0.034,174.165,0.341,4
22,0.211,0.707,123400,0.496,0,0.00104,0,0,0,0,0,0,0,1,0,0,0,0,0.27,-14.981,1,0.0589,104.323,0.572,327
0,0.357,0.429,248347,0.445,0,1.34E-06,1,0,0,0,0,0,0,0,0,0,0,0,0.128,-8.889,1,0.0268,136.493,0.455,6
56,0.000129,0.436,185600,0.935,0,0.000141,0,0,1,0,0,0,0,0,0,0,0,0,0.0821,-3.946,1,0.0538,194.902,0.901,12
26,0.0994,0.503,172133,0.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.368,-17.943,1,0.042,75.508,0.14,28
0,0.242,0.667,274000,0.778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.158,-7.422,0,0.278,84.826,0.533,54
0,0.0433,0.598,237375,0.416,0,0.0146,0,1,0,0,0,0,0,0,0,0,0,0,0.0969,-14.849,1,0.0311,114.84,0.22,8
66,0.929,0.579,219093,0.415,0,0.0018,0,0,0,0,0,0,0,1,0,0,0,0,0.671,-11.599,1,0.0397,102.713,0.42,2
16,0.822,0.309,159960,0.256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.124,-14.132,1,0.0327,133.679,0.341,46
49,0.987,0.524,276427,0.0528,0,0.00057,0,0,0,0,0,0,1,0,0,0,0,0,0.0849,-14.706,1,0.049,129.029,0.288,14
19,0.444,0.56,214653,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.237,-8.578,1,0.051,124.098,0.584,929
25,0.913,0.311,189133,0.206,0,0.00551,1,0,0,0,0,0,0,0,0,0,0,0,0.191,-13.651,1,0.0308,77.871,0.0952,32
5,0.827,0.516,174800,0.257,0,1.79E-05,0,0,0,0,0,0,1,0,0,0,0,0,0.119,-10.17,1,0.0288,140.684,0.555,154
60,0.00166,0.502,185467,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.377,-2.998,1,0.0484,128.228,0.625,165
20,0.422,0.785,149107,0.654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.128,-7.931,1,0.0327,117.505,0.748,62
78,0.0251,0.743,214400,0.675,0,0.000717,0,0,0,0,0,0,0,0,1,0,0,0,0.0685,-4.267,0,0.0953,92.909,0.59,54
47,0.000756,0.745,263240,0.568,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.159,-8.332,1,0.164,144.142,0.494,6
5,0.982,0.422,222981,0.115,0,0.000245,0,0,0,0,0,0,0,0,0,0,1,0,0.359,-15.783,1,0.0415,116.394,0.343,136
58,0.000129,0.353,210867,0.953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.34,-3.635,0,0.0515,105.236,0.48,105
8,3.96E-06,0.375,78438,0.978,0,0.94,0,0,0,0,0,0,0,0,0,0,1,0,0.293,-9.473,0,0.0651,140.623,0.583,83
47,0.00023,0.321,218640,0.976,1,0.0191,1,0,0,0,0,0,0,0,0,0,0,0,0.263,-5.815,1,0.107,106.968,0.369,102
0,0.987,0.537,161067,0.234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19,-9.706,0,0.0458,120.892,0.775,46
9,0.991,0.524,174240,0.12,0,0.862,0,0,0,0,0,0,0,1,0,0,0,0,0.0551,-15.082,0,0.0689,85.416,0.404,541
77,0.233,0.675,256533,0.562,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0816,-7.678,1,0.0352,130.098,0.309,100
46,0.644,0.635,271560,0.495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.142,-11.405,1,0.0398,130.198,0.704,4
40,0.169,0.65,237667,0.655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.345,-5.558,0,0.0322,130.06,0.413,20
62,0.698,0.43,278200,0.295,0,0.569,0,0,1,0,0,0,0,0,0,0,0,0,0.226,-14.255,1,0.0283,74.014,0.159,66
0,0.194,0.553,132894,0.261,0,1.95E-05,0,0,1,0,0,0,0,0,0,0,0,0,0.374,-24.074,1,0.958,173.017,0.387,2562
11,0.87,0.447,180905,0.404,0,0.0154,0,0,0,0,0,1,0,0,0,0,0,0,0.209,-9.598,1,0.0324,114.425,0.546,126
3,1.31E-05,0.583,56467,0.997,0,0.783,0,0,0,0,0,0,0,0,1,0,0,0,0.159,-7.108,0,0.0399,136.028,0.841,15
35,0.308,0.782,208573,0.799,0,1.39E-05,0,0,0,0,0,0,0,0,0,0,0,1,0.0382,-6.981,1,0.0715,124.445,0.787,4
30,0.857,0.277,211200,0.333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.189,-8.806,1,0.0308,83.933,0.163,513
41,0.22,0.604,236200,0.552,0,0.0262,1,0,0,0,0,0,0,0,0,0,0,0,0.139,-9.458,1,0.0343,124.917,0.757,2
7,0.984,0.623,107360,0.12,0,1.44E-05,0,0,0,0,0,0,0,0,1,0,0,0,0.109,-16.353,1,0.208,76.68,0.692,22
0,0.778,0.689,181473,0.437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.875,-10.903,1,0.0788,103.215,0.763,32
34,0.679,0.589,158133,0.567,0,0.175,0,0,0,0,0,0,0,0,1,0,0,0,0.335,-7.774,0,0.0342,110.531,0.731,911
0,0.851,0.436,193813,0.529,0,0.941,0,0,0,0,0,0,0,0,0,1,0,0,0.863,-17.195,1,0.228,98.24,0.674,30
42,0.00614,0.496,334973,0.536,0,0.703,0,0,1,0,0,0,0,0,0,0,0,0,0.0613,-15.693,1,0.0393,110.892,0.418,16
63,0.0723,0.954,196170,0.537,0,0.0569,0,0,0,0,0,0,0,1,0,0,0,0,0.218,-6.871,1,0.0901,116.964,0.525,2
37,0.0606,0.748,188733,0.54,0,1.42E-05,1,0,0,0,0,0,0,0,0,0,0,0,0.0946,-10.111,1,0.0512,120.004,0.905,349
21,0.487,0.703,237467,0.243,0,8.94E-05,0,0,0,0,0,0,0,1,0,0,0,0,0.358,-19.889,1,0.0631,124.367,0.628,54
0,0.995,0.498,203639,0.0269,0,0.856,0,0,0,0,0,0,1,0,0,0,0,0,0.144,-19.445,1,0.101,69.35,0.538,4
31,0.764,0.562,211560,0.545,0,0.65,0,0,0,0,0,0,0,0,0,1,0,0,0.347,-14.392,0,0.0487,132.495,0.342,4
1,0.501,0.604,254000,0.432,0,0.933,0,0,0,0,0,0,0,0,1,0,0,0,0.248,-11.613,1,0.0337,123.659,0.389,2
25,0.499,0.64,383640,0.576,0,0.00443,0,0,0,0,0,0,0,0,0,1,0,0,0.103,-12.851,1,0.0449,125.429,0.935,166
1,0.776,0.792,129287,0.532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,-15.461,0,0.328,122.403,0.545,2
57,0.000158,0.546,217876,0.95,0,0.00645,0,0,1,0,0,0,0,0,0,0,0,0,0.21,-3.805,0,0.0552,100.003,0.603,8
34,0.31,0.701,191213,0.442,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0694,-8.294,1,0.0295,110.589,0.612,202
46,0.265,0.222,1121253,0.597,0,0.155,0,0,0,0,0,1,0,0,0,0,0,0,0.411,-10.924,1,0.056,80.654,0.251,208
33,0.397,0.39,182288,0.455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.125,-4.247,1,0.0316,107.012,0.358,66
50,0.555,0.804,100840,0.721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.28,-4.766,1,0.0295,116.35,0.954,34
36,0.859,0.635,264427,0.22,0,0.202,0,0,0,0,1,0,0,0,0,0,0,0,0.0775,-14.078,1,0.03,109.342,0.153,8
41,0.577,0.776,221333,0.754,0,9.17E-05,0,0,0,0,0,0,0,0,0,1,0,0,0.0877,-5.08,1,0.0424,119.931,0.961,43
34,0.554,0.121,368560,0.169,0,0.00186,1,0,0,0,0,0,0,0,0,0,0,0,0.0792,-17.989,1,0.0336,83.062,0.198,281
31,0.716,0.285,269717,0.725,0,1.59E-06,0,0,0,0,0,0,1,0,0,0,0,0,0.217,-3.717,1,0.033,101.473,0.465,163
0,0.995,0.625,162067,0.124,0,0.564,0,0,0,0,0,0,0,1,0,0,0,0,0.126,-22.03,1,0.0828,125.499,0.675,1248
0,0.797,0.615,206707,0.469,0,0.0185,0,0,0,0,0,0,0,1,0,0,0,0,0.126,-4.936,1,0.0274,130.054,0.475,2
0,0.99,0.62,187037,0.244,0,0.00399,0,0,0,0,0,1,0,0,0,0,0,0,0.12,-16.169,1,0.174,96.347,0.814,5
51,0.0337,0.723,262279,0.81,0,0.00493,0,0,0,0,0,0,0,0,0,0,0,1,0.566,-3.983,0,0.0338,155.026,0.963,2
0,0.994,0.26,189613,0.317,0,0.000144,0,0,0,0,0,0,0,0,0,1,0,0,0.284,-13.206,1,0.0446,77.006,0.402,38
27,0.0774,0.704,225093,0.52,0,0.00251,1,0,0,0,0,0,0,0,0,0,0,0,0.23,-8.239,1,0.0391,73.689,0.895,24
0,0.995,0.28,165721,0.085,0,0.216,1,0,0,0,0,0,0,0,0,0,0,0,0.101,-17.161,1,0.0417,66.935,0.104,128
19,0.134,0.678,258600,0.573,0,0.731,0,0,0,0,0,0,0,0,1,0,0,0,0.253,-8.666,0,0.0285,110.636,0.802,94
51,0.241,0.362,325973,0.634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.764,-6.492,1,0.0753,154.6,0.412,9
4,0.853,0.553,336187,0.0588,0,0.716,0,0,1,0,0,0,0,0,0,0,0,0,0.0862,-25.818,0,0.0424,129.276,0.18,108
24,0.0022,0.183,89373,0.94,0,0.00438,0,0,0,0,0,0,0,0,0,0,0,1,0.404,-11.864,0,0.099,169.618,0.22,28
39,0.895,0.488,82467,0.404,0,1.42E-06,0,0,0,0,0,0,0,0,0,1,0,0,0.688,-19.636,1,0.898,48.991,0.383,22
0,0.991,0.361,384733,0.203,0,0.919,0,0,0,0,0,1,0,0,0,0,0,0,0.171,-16.4,1,0.0523,135.85,0.337,508
0,0.996,0.752,174196,0.0605,0,0.877,0,0,1,0,0,0,0,0,0,0,0,0,0.363,-13.752,1,0.417,77.923,0.818,223
0,0.966,0.584,241533,0.211,0,0.288,0,1,0,0,0,0,0,0,0,0,0,0,0.709,-18.892,1,0.149,77.972,0.396,54
23,0.883,0.336,301000,0.195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.685,-15.743,1,0.0404,79.657,0.345,240
11,0.0045,0.755,169599,0.544,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0555,-9.279,1,0.0991,130.017,0.912,18
30,0.0146,0.275,245400,0.719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.258,-14.178,1,0.0563,154.997,0.546,24
2,0.494,0.722,160107,0.426,0,0.859,0,0,0,0,0,1,0,0,0,0,0,0,0.127,-9.81,1,0.0466,107.105,0.446,32
0,0.141,0.531,227733,0.917,0,3.45E-05,0,0,0,0,0,0,1,0,0,0,0,0,0.189,-5.179,0,0.0515,105.559,0.6,28
36,0.569,0.652,233507,0.373,0,0.00263,0,0,0,1,0,0,0,0,0,0,0,0,0.312,-13.994,1,0.0272,92.234,0.457,902
52,0.0914,0.663,352965,0.494,0,2.54E-05,0,1,0,0,0,0,0,0,0,0,0,0,0.123,-11.822,0,0.0485,86.573,0.672,104
24,0.249,0.662,145067,0.514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.107,-14.605,1,0.0342,147.496,0.834,327
55,0.0506,0.274,193587,0.513,0,6.86E-06,0,0,1,0,0,0,0,0,0,0,0,0,0.294,-7.161,1,0.026,93.896,0.436,182
49,0.246,0.56,250267,0.568,0,0.00022,0,0,0,0,0,0,1,0,0,0,0,0,0.139,-9.111,1,0.029,166.568,0.374,45
38,0.029,0.331,430079,0.726,0,0.000635,0,0,0,0,0,0,0,0,0,1,0,0,0.0891,-6.904,1,0.0399,106.61,0.307,128
36,0.00444,0.572,276911,0.956,0,0.0331,0,0,1,0,0,0,0,0,0,0,0,0,0.28,-4.899,1,0.0286,104.034,0.798,186
0,0.994,0.481,148800,0.326,0,0.0583,0,0,0,0,0,0,0,0,1,0,0,0,0.69,-10.827,1,0.0967,172.283,0.887,6
9,0.434,0.619,131093,0.722,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,1,0,0.14,-7.202,1,0.0576,114.785,0.799,16
27,0.705,0.68,155933,0.249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.126,-14.863,1,0.0305,84.97,0.579,128
0,0.135,0.62,116700,0.159,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.236,-16.907,1,0.948,60.474,0.759,2350
0,2.93E-05,0.477,62928,0.974,0,0.616,0,0,0,0,0,0,0,0,0,1,0,0,0.644,-4.396,1,0.0497,100.004,0.944,86
